n_features,n_samples,obs_per_village,feautre_power,count_accuracy,mse_naive,mse_model,count_accuracy_optimal,mse_naive_optimal,mse_model_optimal
19,100,2,1,0.52,13.27566683837043,13.576363913800028,0.58,13.27566683837043,4.960352479426764
19,100,2,1,0.64,34.76171829320889,41.259617264532665,0.7,34.76171829320889,5.500788366909546
19,100,2,1,0.66,23.51671329668169,10.651413237316241,0.66,23.51671329668169,10.621841507421914
19,100,2,1,0.54,4.314209609033415,2.488431660707404,0.64,4.314209609033415,1.9749308767049494
19,100,2,1,0.48,21.179371047232376,25.788057336147066,0.66,21.179371047232376,8.290478124648699
19,100,4,1,0.44,4.416382012304009,2.0358390863369418,0.68,4.416382012304009,0.7781125332049466
19,100,4,1,0.68,5.738187473017912,2.1510887121085984,0.6,5.738187473017912,2.913440818175916
19,100,4,1,0.48,9.206567660842794,3.7625216558574004,0.72,9.206567660842794,1.0951289966992332
19,100,4,1,0.56,6.216971063029971,2.0163417808586104,0.76,6.216971063029971,1.8835986866989114
19,100,4,1,0.68,3.9023191634719745,2.5089447875190958,0.72,3.9023191634719745,1.8328386659427724
19,96,6,1,0.6875,1.8232999699934038,1.6619005557065019,0.625,1.8232999699934038,0.7950474445501274
19,96,6,1,0.5,3.6075383286728737,3.0364808182571092,0.5625,3.6075383286728737,1.0180316140828385
19,96,6,1,0.75,3.227202461145558,1.0111407139114477,0.8125,3.227202461145558,0.41175546235070726
19,96,6,1,0.8125,6.4369539816642,1.7080514179110895,0.875,6.4369539816642,0.656873068979317
19,96,6,1,0.5,3.165429087903886,1.1498772567534383,0.5625,3.165429087903886,1.1902055256121
19,96,8,1,0.8333333333333334,3.038679801773705,1.4723220719002057,0.6666666666666666,3.038679801773705,1.4540040029183308
19,96,8,1,0.6666666666666666,4.710203138843431,1.4404619959533926,0.9166666666666666,4.710203138843431,0.23053093962949164
19,96,8,1,0.6666666666666666,2.6109806055470575,2.1887578299060073,0.8333333333333334,2.6109806055470575,0.4079185712058096
19,96,8,1,0.75,4.343406182713413,2.1915360594316358,0.75,4.343406182713413,1.4864546585417786
19,96,8,1,0.8333333333333334,6.639286140275143,0.6999305675200321,0.9166666666666666,6.639286140275143,0.31046291013059396
19,100,10,1,0.9,1.3334945450011522,0.22702006350866005,0.6,1.3334945450011522,0.2622820524354007
19,100,10,1,0.9,5.886463964701748,0.7497404414952851,0.9,5.886463964701748,0.9518941307329338
19,100,10,1,0.5,0.4260635989596855,0.40286610069917933,0.8,0.4260635989596855,0.21602577656480687
19,100,10,1,0.8,3.5744738462529684,0.33874042134883986,0.8,3.5744738462529684,0.28990875424583895
19,100,10,1,0.3,0.47776380039943883,0.41324428794702744,0.6,0.47776380039943883,0.1525520210168428
19,96,12,1,0.375,2.2343553650012744,1.448348418656766,0.5,2.2343553650012744,1.1235146212171285
19,96,12,1,0.625,1.1624908357610269,0.2664077434923813,0.625,1.1624908357610269,0.3068694353445576
19,96,12,1,0.875,1.0867068845125654,0.5792281217664297,0.625,1.0867068845125654,0.6039277943182157
19,96,12,1,0.75,7.097693510655586,0.5255696375214007,0.875,7.097693510655586,0.21909396570367312
