n_features,n_samples,obs_per_village,feautre_power,count_accuracy,mse_naive,mse_model,count_accuracy_optimal,mse_naive_optimal,mse_model_optimal
1,100,2,1,0.8666666666666667,334.3967297936246,254.7816270892166,0.8666666666666667,334.3967297936246,243.6882738843088
1,100,2,1,0.26666666666666666,0.011751128634568318,0.011236959459619066,0.26666666666666666,0.011751128634568318,0.011208722964609473
1,100,2,1,0.2,506.6303347444845,420.75360800488266,0.3333333333333333,506.6303347444845,420.7503909724668
1,100,2,1,0.6,302.164396509966,145.12819985589246,0.6,302.164396509966,141.91063638736128
1,100,2,1,0.3333333333333333,711.7566740452866,443.9236697741605,0.3333333333333333,711.7566740452866,441.0008314132103
1,100,2,1,0.4,0.00420043711445022,0.004224137404151857,0.4,0.00420043711445022,0.004211127528891116
1,100,2,1,0.8,29.70224943658449,0.538338332926245,0.8,29.70224943658449,0.5383413110240255
1,100,2,1,0.6666666666666666,438.56172923065765,422.9877709363896,0.5333333333333333,438.56172923065765,544.1212474004831
1,100,2,1,0.5333333333333333,6.29898129324885,4.190289402346795,0.5333333333333333,6.29898129324885,4.1857486783934785
1,100,2,1,0.4,0.006907575411214026,0.007070649201670978,0.2,0.006907575411214026,0.006735977116625611
1,100,2,1,0.5333333333333333,14.719900615950554,11.24341062625865,0.5333333333333333,14.719900615950554,11.243420225389734
1,100,2,1,0.4666666666666667,0.10873789313561036,0.10632674840757435,0.4666666666666667,0.10873789313561036,0.10807275849176459
1,100,2,1,0.4,0.009547815042382335,0.006834611654998688,0.4666666666666667,0.009547815042382335,0.006767299452132671
1,100,2,1,0.6,476.19531708975956,225.03067065978584,0.6,476.19531708975956,222.504256063838
1,100,2,1,0.5333333333333333,701.771507357282,673.6837137228099,0.4666666666666667,701.771507357282,670.3183466888765
1,100,2,1,0.6666666666666666,637.2096359638333,751.0238522901702,0.6666666666666666,637.2096359638333,786.8458442347006
1,100,2,1,0.3333333333333333,7.124417733040557,3.4896742820675484,0.4,7.124417733040557,3.4896755201935985
1,100,2,1,0.4666666666666667,788.7791665047758,448.17755410791887,0.4666666666666667,788.7791665047758,414.1722310779385
1,100,2,1,0.3333333333333333,265.71711858422174,112.93705351444741,0.3333333333333333,265.71711858422174,110.50995359035248
1,100,2,1,0.4,41.34118022228764,32.89877816280924,0.4,41.34118022228764,32.89881280958614
1,100,2,1,0.4,553.6374670434886,291.61611916192686,0.4,553.6374670434886,291.5998319498545
1,100,2,1,0.5333333333333333,427.66630632285677,351.9555513189342,0.4666666666666667,427.66630632285677,351.4214066293195
1,100,2,1,0.6666666666666666,692.2405945865887,617.8382723492839,0.6666666666666666,692.2405945865887,632.1928159304022
1,100,2,1,0.26666666666666666,0.09552324660286508,0.05613657013172911,0.26666666666666666,0.09552324660286508,0.05609592480989035
1,100,2,1,0.26666666666666666,780.9160204900753,609.8491574896779,0.26666666666666666,780.9160204900753,608.2015836049316
1,100,2,1,0.3333333333333333,0.007311214742496251,0.008929742628248225,0.26666666666666666,0.007311214742496251,0.009136795142417315
