n_features,n_samples,obs_per_village,feautre_power,count_accuracy,mse_naive,mse_model,count_accuracy_optimal,mse_naive_optimal,mse_model_optimal
5,100,10,1,1.0,4.014345182950598,0.20407245793634923,1.0,4.014345182950598,0.3538397849975294
5,100,10,1,0.6666666666666666,28.943288927812805,2.8847203957835945,0.6666666666666666,28.943288927812805,2.4559869234065927
5,100,10,1,0.6666666666666666,2.59960349705412,0.05954163771703843,0.6666666666666666,2.59960349705412,0.04523628091728637
5,100,10,1,1.0,4.99912395878784,0.011349097262933405,1.0,4.99912395878784,0.010584350453277644
5,100,10,1,0.3333333333333333,0.059733302502974754,0.032224178694859974,0.3333333333333333,0.059733302502974754,0.05740613011624196
5,100,10,1,1.0,7.606087497994564,0.01482344526057879,1.0,7.606087497994564,0.007432819843390529
5,100,10,1,1.0,0.2821015664951852,0.25285584235129105,0.6666666666666666,0.2821015664951852,0.2069608498116835
5,100,10,1,1.0,0.7272565890901893,0.0654235391614399,1.0,0.7272565890901893,0.07239885960207691
5,100,10,1,1.0,7.955620255927563,0.21340083360406234,1.0,7.955620255927563,0.21894797141788466
5,100,10,1,1.0,120.27759828851502,0.022434698814608075,1.0,120.27759828851502,0.01066423972358082
5,100,10,1,0.6666666666666666,0.32216848100519724,0.07462970720966997,0.6666666666666666,0.32216848100519724,0.07577471735486514
5,100,10,1,1.0,15.050309581192339,0.17844329201939405,1.0,15.050309581192339,0.4049726674919931
5,100,10,1,0.6666666666666666,4.973090551562071,0.12028695068844764,0.6666666666666666,4.973090551562071,0.12610927258331664
5,100,10,1,1.0,1.99199088582521,0.2478163850570704,1.0,1.99199088582521,0.27632234033375086
5,100,10,1,1.0,14.45000696368857,0.03291490216101788,1.0,14.45000696368857,0.03193873617435944
5,100,10,1,1.0,15.110392170730213,0.017897004527159605,1.0,15.110392170730213,0.02233517387267694
5,100,10,1,1.0,223.33832510589937,49.17578378098611,1.0,223.33832510589937,33.460455648083865
5,100,10,1,1.0,0.4081594830865796,0.008198637731963958,1.0,0.4081594830865796,0.0083913848092088
5,100,10,1,0.3333333333333333,0.4800923564166017,0.8873640866786022,0.6666666666666666,0.4800923564166017,0.6460198615827154
5,100,10,1,1.0,16.983345483581036,0.6981547853633234,1.0,16.983345483581036,0.26321128989488823
5,100,10,1,1.0,20.478168041924864,0.004346323612355602,1.0,20.478168041924864,0.009983660746650132
5,100,10,1,0.6666666666666666,11.057029201906571,1.4180484126162731,0.6666666666666666,11.057029201906571,1.645302298295919
5,100,10,1,1.0,5.826880492925088,0.25812261393428454,1.0,5.826880492925088,0.36188221520308156
5,100,10,1,1.0,44.25010363483252,0.5697413823567596,1.0,44.25010363483252,0.7118528168094601
5,100,10,1,1.0,44.17326859051504,0.38647894687811885,1.0,44.17326859051504,0.41918026698886784
5,100,10,1,0.3333333333333333,6.295147141628206,12.199694219794358,0.0,6.295147141628206,35.48299762808667
5,100,10,1,1.0,11.440679822530868,0.021995622927546515,1.0,11.440679822530868,0.015223990400611932
5,100,10,1,0.6666666666666666,9.084637154056585,5.507910188197879,0.6666666666666666,9.084637154056585,14.585647204887778
5,100,10,1,1.0,18.49677937894745,0.029200562337022718,1.0,18.49677937894745,0.035136497850529885
5,100,10,1,1.0,6.305165665190082,0.3593183812710663,1.0,6.305165665190082,0.2559947763022351
5,200,10,1,1.0,27.679419154555465,0.007093712739158994,1.0,27.679419154555465,0.008647879368852371
5,200,10,1,0.8333333333333334,4.113001577240001,0.5100561956459411,0.8333333333333334,4.113001577240001,0.5979278851350035
5,200,10,1,0.8333333333333334,0.8398883340567943,0.06119891126633036,0.8333333333333334,0.8398883340567943,0.04804034826119465
5,200,10,1,1.0,1.62897381296703,0.05347389710832295,1.0,1.62897381296703,0.052707423932309254
5,200,10,1,0.6666666666666666,1.7437395761889114,0.5881282350366225,0.8333333333333334,1.7437395761889114,0.6678569666075661
5,200,10,1,1.0,1.6268293128730402,0.34265622937168755,1.0,1.6268293128730402,0.32259123349786784
5,200,10,1,1.0,5.076286703420425,0.10087545305308633,1.0,5.076286703420425,0.12133820677130353
5,200,10,1,0.6666666666666666,1.566189325902976,0.13595985560092239,0.8333333333333334,1.566189325902976,0.13432438279685133
5,200,10,1,0.8333333333333334,16.623409316252246,0.29728771142651905,0.6666666666666666,16.623409316252246,0.2541672456441233
5,200,10,1,1.0,8.409855754818269,0.30149793156350607,1.0,8.409855754818269,0.22578205358583217
5,200,10,1,1.0,22.41216593408446,0.007467740525478979,1.0,22.41216593408446,0.011682140652898507
5,200,10,1,1.0,7.520583797057653,0.03850027499046627,1.0,7.520583797057653,0.0498717345203254
5,200,10,1,0.8333333333333334,0.04230758386854755,0.011178094690359498,1.0,0.04230758386854755,0.009355450580962182
5,200,10,1,1.0,2.9321840249212223,0.28411313729083526,1.0,2.9321840249212223,0.26096860757643964
5,200,10,1,1.0,7.76386497851573,0.016077422782028023,1.0,7.76386497851573,0.015206349369840992
5,200,10,1,1.0,0.008086313432045245,0.0011769128912749135,1.0,0.008086313432045245,0.0015316126694501283
5,200,10,1,1.0,4.9325942560902005,0.03482839948506819,1.0,4.9325942560902005,0.04112387650786808
5,200,10,1,0.8333333333333334,9.38733476068114,0.10765818523152354,0.8333333333333334,9.38733476068114,0.11064648565992241
