n_features,n_samples,obs_per_village,feautre_power,count_accuracy,mse_naive,mse_model
1,100,2,1,0.2,1099.948525230612,1044.4682165720062
1,100,2,1,0.36,411.5799135298013,415.20607363623566
1,100,2,1,0.22,603.4863692904341,632.302687577166
1,100,2,1,0.34,380.57864457543417,473.93619775987327
1,100,2,1,0.46,386.8071873605274,457.8099804584353
1,100,2,1,0.1,19.573649306726715,255.07575180983517
1,100,2,1,0.26,338.05328322661074,318.4211980122475
1,100,2,1,0.02,0.01699385560027675,84.18887186078886
1,100,2,1,0.52,398.40676957649225,424.7445241708714
1,100,2,1,0.34,573.4155119210334,507.0698338590753
1,100,2,0.5,0.34,236.85316416333188,269.54952879108794
1,100,2,0.5,0.34,382.86034404884384,556.5182925840672
1,100,2,0.5,0.22,544.1651024918552,579.5217529071529
1,100,2,0.5,0.24,1167.1897733021494,1159.7172797744686
1,100,2,0.5,0.16,6.1802154358980035,255.54930039021656
1,100,2,0.5,0.08,32.573366469762114,205.365331282814
1,100,2,0.5,0.26,279.0823938906658,328.3826728189544
1,100,2,0.5,0.36,736.1220219115536,787.1269854198063
1,100,2,0.5,0.4,581.2121945290456,619.7341746279072
1,100,2,0.5,0.14,16.30922441767319,249.20611093802032
1,100,2,0.25,0.48,107.68883730207341,160.66520443554467
1,100,2,0.25,0.36,110.81714242427076,196.0713696504195
1,100,2,0.25,0.02,0.05480232092536288,143.73500967332856
1,100,2,0.25,0.42,635.7756115820227,511.31810906781686
1,100,2,0.25,0.08,14.056480242942758,168.90586304951103
1,100,2,0.25,0.36,431.7658621400891,431.0264271302017
1,100,2,0.25,0.32,556.8105264969104,428.2112380903278
1,100,2,0.25,0.38,637.2680390332488,457.8080435228616
1,100,2,0.25,0.0,0.04497164696660725,246.69920844046885
1,100,2,0.25,0.08,21.442713231222466,189.81112450174464
1,100,4,1,0.08,17.044270070570324,536.2912672913715
1,100,4,1,0.16,8.958782289973975,101.85508214443213
1,100,4,1,0.28,280.7525704726195,474.60515132188726
1,100,4,1,0.0,0.0031200513030905817,50.75688358091757
1,100,4,1,0.08,3.7489820545668215,247.26282032949175
1,100,4,1,0.08,10.169238082715003,328.2566800139053
1,100,4,1,0.36,144.19276509427885,304.1185461495933
1,100,4,1,0.48,306.89358471978534,442.549346119792
1,100,4,1,0.56,181.5545678840551,286.2580705200351
1,100,4,1,0.12,9.261378464563107,207.39346261643416
1,100,4,0.5,0.0,0.003673959223982297,36.012528132088214
1,100,4,0.5,0.16,9.165327967361435,127.93202371694355
1,100,4,0.5,0.0,0.03215487866474465,70.39411856807938
1,100,4,0.5,0.12,3.910922321949318,357.92965363466834
1,100,4,0.5,0.36,199.85218454007517,277.30205968747407
1,100,4,0.5,0.0,5.046015618418044,297.7848254523725
1,100,4,0.5,0.64,424.18185380917896,303.9345427642445
1,100,4,0.5,0.0,0.017778544603139892,306.3172263332962
1,100,4,0.5,0.36,184.8604618625146,306.6417866361342
1,100,4,0.5,0.56,399.80792041869734,414.27824458000055
1,100,4,0.25,0.4,359.73164206880995,353.4551156740943
1,100,4,0.25,0.6,494.5676073021588,532.825283305782
1,100,4,0.25,0.4,111.58342797572996,300.24534249386846
1,100,4,0.25,0.56,281.00673589856945,481.9510023347452
1,100,4,0.25,0.56,392.55455250787827,372.911806727466
1,100,4,0.25,0.48,54.91777011756877,71.70729531027227
1,100,4,0.25,0.4,678.7112994472558,677.5206325424073
1,100,4,0.25,0.0,0.005250610105091889,30.642843130102847
1,100,4,0.25,0.6,191.7788384190697,237.00229493477252
1,100,4,0.25,0.12,7.5599588570119245,381.33271923215545
1,96,6,1,0.0,0.0042491154044590074,88.986703155415
1,96,6,1,0.0,0.00423792183586254,133.31010279567988
1,96,6,1,0.125,3.9570393737171004,117.34231752903523
1,96,6,1,0.0,0.0034105825270442946,42.85899152437558
1,96,6,1,0.125,65.34655442310705,216.99691049519947
1,96,6,1,0.4375,62.51768999915108,231.59992389074307
1,96,6,1,0.3125,186.98703389308355,331.6136613208928
1,96,6,1,0.5,106.07508324943953,154.91847333229242
1,96,6,1,0.125,0.996000771574454,451.5540625923518
1,96,6,1,0.5,99.68135495906105,134.49783311557647
1,96,6,0.5,0.3125,79.75413044054812,207.12117561414624
1,96,6,0.5,0.4375,133.66133190888232,160.72561058070042
1,96,6,0.5,0.0,0.001397352933646538,75.19369770634452
1,96,6,0.5,0.375,119.26507317539586,292.55353218855964
1,96,6,0.5,0.125,6.749177631155834,97.17013888333487
1,96,6,0.5,0.375,79.186392224102,117.89029021256077
1,96,6,0.5,0.5625,329.90141204027447,304.141247336179
1,96,6,0.5,0.4375,64.97998565051108,96.47204547227662
1,96,6,0.5,0.125,7.178189856049794,190.56965280232407
1,96,6,0.5,0.0,1.5793943584044985,211.82280536369777
1,96,6,0.25,0.1875,3.683364953735218,218.24680378909807
1,96,6,0.25,0.375,351.4961307999497,353.14576866871903
1,96,6,0.25,0.0,0.004596145059900007,23.202417021761384
1,96,6,0.25,0.0625,9.679273495828443,281.16121634973786
1,96,6,0.25,0.0,2.340223046352132,281.8598447040088
1,96,6,0.25,0.0625,3.7430053021017833,166.4061043575853
1,96,6,0.25,0.5,323.2367090903904,256.4390360379882
1,96,6,0.25,0.4375,29.548535647905915,41.023697768473895
1,96,6,0.25,0.125,6.055023732854664,108.12888945596495
1,96,6,0.25,0.625,197.90006096484234,254.96111937608464
1,96,8,1,0.3333333333333333,59.1886894557904,210.60171300034673
1,96,8,1,0.4166666666666667,127.98236388959823,126.14663755265286
1,96,8,1,0.4166666666666667,59.787989540799195,188.50880334621957
1,96,8,1,0.6666666666666666,129.6978162272247,125.41544680977461
1,96,8,1,0.3333333333333333,77.59158249879196,196.95327658471874
1,96,8,1,0.5,82.85213031442358,207.4604965859958
1,96,8,1,0.0,0.010650885172127056,49.79275610904173
1,96,8,1,0.3333333333333333,139.87022001410068,138.78020680937857
1,96,8,1,0.08333333333333333,0.530609644738529,485.5439257556928
1,96,8,1,0.3333333333333333,28.193610310666696,169.1406602878472
1,96,8,0.5,0.5,145.2479067644671,131.15981928595272
1,96,8,0.5,0.75,61.689234026583414,27.81846159765124
1,96,8,0.5,0.0,0.028847575148761406,77.88296389672786
1,96,8,0.5,0.5,114.07946748803072,131.76651412423962
1,96,8,0.5,0.3333333333333333,6.564701988900652,240.6338809014122
1,96,8,0.5,0.25,53.50928489255426,106.45084902365778
1,96,8,0.5,0.0,0.005259387325285984,54.329064948013276
1,96,8,0.5,0.0,0.004235076623960502,78.95117541644943
1,96,8,0.5,0.0,0.0010087143429948764,9.355374072550044
1,96,8,0.5,0.4166666666666667,30.030379568835524,114.55214345539423
1,96,8,0.25,0.4166666666666667,96.52334668366417,212.1734707650817
1,96,8,0.25,0.0,0.0035626306600153174,27.857015807933635
1,96,8,0.25,0.08333333333333333,2.863464837297991,343.2177143384402
1,96,8,0.25,0.0,0.006144959593564144,50.80017876040876
1,96,8,0.25,0.3333333333333333,22.476442499846257,58.3035404215365
1,96,8,0.25,0.0,2.226414622239909,422.24645307449106
1,96,8,0.25,0.0,0.0018246599982293969,11.30657734563347
1,96,8,0.25,0.16666666666666666,17.336500061618764,48.766072240576165
1,96,8,0.25,0.6666666666666666,172.68190823038995,86.77256987246896
1,96,8,0.25,0.3333333333333333,122.12443271307585,211.97496966616097
1,100,10,1,0.5,173.59578578034552,143.33603604342622
1,100,10,1,0.4,57.501822292180236,58.85024127325378
1,100,10,1,0.0,0.0070826598047487215,48.0861813327735
1,100,10,1,0.2,6.288488071567376,76.8014874673211
1,100,10,1,0.0,0.008421380024758448,98.36679447690408
1,100,10,1,0.0,4.272940404427105,137.2193949440895
1,100,10,1,0.1,2.6376411229277608,51.87965671227247
1,100,10,1,0.0,0.007340726440070264,128.60283499713051
1,100,10,1,0.2,122.94180365734732,108.5053861500887
1,100,10,1,0.2,49.89930264609003,201.6002250001904
1,100,10,0.5,0.0,3.3941352154193836,172.7535013663709
1,100,10,0.5,0.0,126.28010976144488,304.6174504403492
1,100,10,0.5,0.7,97.82318867276499,96.30384140531086
1,100,10,0.5,0.0,0.018461533244169787,77.87069186617803
1,100,10,0.5,0.1,4.557990004120071,372.1342222210197
1,100,10,0.5,0.3,35.960327033914254,147.87018267575044
1,100,10,0.5,0.5,258.5243311775363,306.9564780073378
1,100,10,0.5,0.2,3.3272982518614347,204.0550472315023
1,100,10,0.5,0.0,0.01034735605379854,119.87801072865038
1,100,10,0.5,0.1,4.936715851094604,117.68544696534471
1,100,10,0.25,0.7,166.3368012878786,174.50943458734696
1,100,10,0.25,0.6,23.62019367298345,24.817695681893106
1,100,10,0.25,0.7,173.18653065470284,131.02011021524694
1,100,10,0.25,0.6,189.9972499967919,183.35401707899612
1,100,10,0.25,0.6,86.77387748229755,97.94657995479717
1,100,10,0.25,0.2,2.3580077755734883,110.14701330518616
1,100,10,0.25,0.5,74.74207034616822,153.93748598075928
1,100,10,0.25,0.4,133.61370240358985,90.35682741435733
1,100,10,0.25,0.4,130.980823947773,303.54605162289715
1,100,10,0.25,0.4,217.99878880142674,271.00245049962206
1,96,12,1,0.125,69.55896008031603,182.57609591901456
1,96,12,1,0.0,0.0014128758518460684,11.273137970852233
1,96,12,1,0.625,227.42763694256428,103.19260352654356
1,96,12,1,0.375,114.14655886410858,206.1625160239081
1,96,12,1,0.375,98.79420343405084,242.23635800480224
1,96,12,1,0.125,0.002644911031828675,62.08007526063182
1,96,12,1,0.0,0.861528700182167,187.18040309018136
1,96,12,1,0.125,0.001982732235359578,12.673427043337357
1,96,12,1,0.625,130.57263824704103,108.03093365382318
1,96,12,1,0.25,3.9764091824091214,125.64235579779005
1,96,12,0.5,0.0,0.001217042136481253,34.63961477833908
1,96,12,0.5,0.5,145.36465772115213,142.6543379265329
1,96,12,0.5,0.0,0.0055438148193538836,47.074938081306385
1,96,12,0.5,0.25,3.683757074238863,21.468700901416213
1,96,12,0.5,0.125,4.528743215280872,168.66073450764645
1,96,12,0.5,0.0,0.01982885325763947,112.49514309549139
1,96,12,0.5,0.75,136.86111743011145,79.9916099709443
1,96,12,0.5,0.0,0.0005536265154689796,2.70173594829481
1,96,12,0.5,0.0,1.056064903828449,121.03098483942607
1,96,12,0.5,0.125,0.03356471366781788,32.41465016718031
1,96,12,0.25,0.5,95.70437476906679,183.01933731797118
1,96,12,0.25,0.0,0.016331788076563658,71.56361476930056
1,96,12,0.25,0.25,15.210695439341125,31.72128164707489
1,96,12,0.25,0.0,0.002498278676026603,28.148552797498553
1,96,12,0.25,0.0,3.9736219330941562,164.30206812284908
1,96,12,0.25,0.5,4.413967952466953,11.280298441380873
1,96,12,0.25,0.375,140.9146613976064,189.79138231754163
1,96,12,0.25,0.125,78.29495364798552,227.6946145563856
1,96,12,0.25,0.125,2.164045253075458,380.24460389827516
1,96,12,0.25,0.0,1.3550604643523654,280.29675267804856
1,98,14,1,0.42857142857142855,211.83479141901995,139.60466238718885
1,98,14,1,0.0,0.003152903328380811,22.44366164692774
1,98,14,1,0.0,0.00185997436328309,4.2780225649648305
1,98,14,1,0.2857142857142857,41.6064428986982,72.23329983994395
1,98,14,1,0.0,0.0010908507247716676,16.3474150598909
1,98,14,1,0.7142857142857143,141.15052813055146,60.545426356236284
1,98,14,1,0.0,1.0357619351725507,61.64796727414362
1,98,14,1,0.42857142857142855,137.62040378111143,58.89115364723902
1,98,14,1,0.14285714285714285,5.801152323674818,137.5666613990648
1,98,14,1,0.42857142857142855,77.3386382898912,102.53057913309476
1,98,14,0.5,0.0,0.0033389566387752945,20.277057479104464
1,98,14,0.5,0.0,0.8124070816377241,76.37926000924857
1,98,14,0.5,0.2857142857142857,36.65196544478147,58.28840385111001
1,98,14,0.5,0.42857142857142855,55.05061752680933,154.0326472445051
1,98,14,0.5,0.14285714285714285,59.311047952775006,183.77238401265478
1,98,14,0.5,0.42857142857142855,35.3292606948358,16.827651664270842
1,98,14,0.5,0.0,0.0012289083355171131,32.41406390555777
1,98,14,0.5,0.5714285714285714,8.29629342154051,40.13394184146535
1,98,14,0.5,0.14285714285714285,2.614395606917379,69.33141429226029
1,98,14,0.5,0.14285714285714285,0.02076277684917211,91.49174607056098
1,98,14,0.25,0.0,1.4167465251523694,154.81387779489222
1,98,14,0.25,0.0,0.0009200230182377751,0.6024577776647428
1,98,14,0.25,0.0,0.006079972581004706,92.27696636613415
1,98,14,0.25,0.14285714285714285,8.08003168126359,113.25802885843622
1,98,14,0.25,0.7142857142857143,83.27601899376346,22.640765068777164
1,98,14,0.25,0.0,1.5335602863096087,55.93365292106345
1,98,14,0.25,0.0,0.0017972496820028785,3.860607813917021
1,98,14,0.25,0.2857142857142857,2.00674347888886,72.48073468626816
1,98,14,0.25,0.14285714285714285,1.7414491802602723,227.98506087454302
1,98,14,0.25,0.0,0.0022269961207104774,56.80806264365164
1,96,16,1,0.3333333333333333,61.98994542342746,92.3169127800307
